image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1940-05-07,Alcira Argumedo,Argentine politician and academic,sociologist politician,member of the Argentine Chamber of Deputies,Argentina,Alcira,2020-05-07
,1940-05-07,Elizabeth R. McAnarney,American pediatrician,pediatrician,,United States of America,Elizabeth,2020-05-07
,1940-05-07,Kathleen Keenan,"politician , member of the Vermont House of Representatives (*1940) ♀",politician,member of the Vermont House of Representatives,,Kathleen,2020-05-07
,1940-05-07,Lee Chen-chu,Taiwanese boxer,boxer,,,,2020-05-07
,1940-05-07,Owe Wiktorin,Swedish general,military personnel,Supreme Commander of the Swedish Armed Forces Q82679856,Sweden,Owe,2020-05-07
,1940-05-07,Kim Chernin,American writer,poet writer,,United States of America,Kim,2020-05-07
,1940-05-07,Mike Gillespie,American baseball player and coach,baseball player,,United States of America,Mike,2020-05-07
,1940-05-07,Grantley Judge,Field hockey player (*1940) ♂,field hockey player,,,,2020-05-07
,1940-05-07,Sandy Galef,American politician,politician,member of the New York State Assembly,United States of America,Sandy,2020-05-07
,1939-05-07,Sidney Altman,Canadian American molecular biologist,biologist chemist molecular biologist biochemist academic physicist university teacher biophysicist,,United States of America Canada,Sidney,2020-05-07
,1939-05-07,"Clive Soley , Baron Soley",British politician,politician blogger,Chair of the Parliamentary Labour Party Member of the 53rd Parliament of the United Kingdom Member of the 52nd Parliament of the United Kingdom Member of the House of Lords Member of the 51st Parliament of the United Kingdom Member of the 50th Parliament of the United Kingdom Member of the 49th Parliament of the United Kingdom Member of the 48th Parliament of the United Kingdom,United Kingdom,Clive,2020-05-07
,1939-05-07,Dan Slobin,American linguist,linguist psychologist,,United States of America,Dan,2020-05-07
,1939-05-07,Marita Böhme,German actress,stage actor film actor,,Germany,Marita,2020-05-07
,1939-05-07,Pierre Gros,French archaeologist,anthropologist archaeologist art historian classical philologist university teacher classical scholar latinist,,France,Pierre,2020-05-07
,1939-05-07,Tadamitsu Kishimoto,Japanese immunologist,immunologist university teacher physician,,Japan,,2020-05-07
,1939-05-07,Alexey Stakhov,"professor, mathematician, inventor, engineer",engineer mathematician,,Soviet Union,Alexey,2020-05-07
,1939-05-07,W. D. Valgardson,"Canadian fiction writer, poet, and English studies academic",author university teacher writer,,Canada,William,2020-05-07
,1939-05-07,Pierantonio Costa,Italian businessman,diplomat businessperson,,Italy,Pierantonio,2020-05-07
,1939-05-07,Marco St. John,American actor,television actor film actor film producer actor,,United States of America,Marco,2020-05-07
,1939-05-07,Ruggero Deodato,Italian film director,film director actor screenwriter,,Italy,Roger,2020-05-07
,1939-05-07,Eli Fromm,German academic,academic,,,Eli,2020-05-07
,1939-05-07,Gayle Hatch,Weightlifting coach,coach,,,Gayle,2020-05-07
,1939-05-07,Guillermo Ceniceros,Mexican painter,painter,,Mexico,Guillermo,2020-05-07
,1939-05-07,Jean-Lucien Savi de Tové,Togolese politician,politician,,,Jean-Luc,2020-05-07
,1939-05-07,"Jennifer Forwood, 11th Baroness Arlington",British baroness,politician,Member of the House of Lords,United Kingdom,Jennifer,2020-05-07
,1939-05-07,Volker Braun,German writer,dramaturge playwright,,Germany,Volker,2020-05-07
,1939-05-07,Rudolf Bayer,German computer scientist,computer scientist engineer university teacher,,Germany,Rudolf,2020-05-07
,1938-05-07,René Wagner,Luxembourgian swimmer,swimmer,,Luxembourg,René,2020-05-07
,1938-05-07,Eric Brotherton,South African cricketer,squash player cricketer,,South Africa,Eric,2020-05-07
,1938-05-07,Irma Cué Sarquis,Mexican lawyer and politician,lawyer,justice minister,Mexico,Irma,2020-05-07
,1938-05-07,Hideta Kanai,Japanese  javelin thrower,athletics competitor employee,,Japan,,2020-05-07
,1938-05-07,Donald Kirk,American journalist,war correspondent,,United States of America,Donald,2020-05-07
,1938-05-07,Joe Louis Clark,American educator,educator,head teacher,,Joe,2020-05-07
,1938-05-07,Pauline Browes,Canadian politician,politician,member of the House of Commons of Canada,Canada,Pauline,2020-05-07
,1938-05-07,John R. Ross,American lingusit,linguist,,United States of America,John,2020-05-07
,1938-05-07,Stuart Lyon Smith,Canadian politician,psychiatrist politician,Leader of the Opposition member of the Ontario Provincial Parliament,Canada,Stuart,2020-05-07
,1937-05-07,Oleh Kowerko,poet (*1937) ♂,poet,,,Oleh,2020-05-07
,1937-05-07,Eddie Clayton,English footballer,association football player,,United Kingdom,Eddie,2020-05-07
,1937-05-07,Claude Raymond,baseball player,baseball player radio personality,,Canada,Claude,2020-05-07
,1937-05-07,Rolf Tibblin,Swedish motorcycle racer,motocross rider,,Sweden,Rolf,2020-05-07
,1937-05-07,Yevgeny Sivokon,film director (*1937),film director animator,,Soviet Union Ukraine,Yevgeny,2020-05-07
,1937-05-07,Anne Alvik,Norwegian physician and civil servant,politician physician,,Norway,Anne,2020-05-07
,1937-05-07,Jay F. Honeycutt,NASA director,aerospace engineer engineer,,,Jay,2020-05-07
,1937-05-07,Sergey Ling,3rd Prime Minister of Belarus 1996–2000,politician agronomist diplomat,Prime Minister of Belarus ambassador,Belarus,Syarhey,2020-05-07
,1937-05-07,Malcolm Bailey,English footballer,association football player,,United Kingdom,Malcolm,2020-05-07
,1937-05-07,Norm Rogers,Australian rules footballer,Australian rules football player,,,Norm Norman Angus,2020-05-07
,1937-05-07,Terry Miles,Footballer,association football player,,United Kingdom,Terry,2020-05-07
,1936-05-07,Siegfried Wustrow,German cyclist,sport cyclist,,Germany German Democratic Republic,Siegfried,2020-05-07
,1936-05-07,Volodymyr Lukashev,"Ukraine drama teacher and theater director (*1936) ♂; People's Artist of Ukraine , Order of Merit (Ukraine), 3rd class, Order of Merit (Ukraine), 2nd class, People's Artist of the Ukrainian SSR, and Medal ""For Valiant Labour in the Great Patriotic War 1941–1945""",drama teacher theater director,,Ukraine,Vladimir,2020-05-07
,1936-05-07,Robin Hanbury-Tenison,English Explorer,scientist writer explorer,,United Kingdom,Robin,2020-05-07
,1936-05-07,Shashikumar Chitre,Indian mathematician and astrophysicist,astrophysicist,,,,2020-05-07
,1936-05-07,Pat Fitzgerald,"Australian rules footballer, born 1936",Australian rules football player,,,Pat,2020-05-07
,1936-05-07,Jón Kristinsson,Dutch architect,architect,,Kingdom of the Netherlands,Jón,2020-05-07
,1936-05-07,Juris Upatnieks,United States physicist,physicist inventor,,United States of America,Juris,2020-05-07
,1936-05-07,François Scellier,French politician,politician,member of the French National Assembly Mayor of Saint-Gratien,France,François,2020-05-07
,1936-05-07,Jean-Louis Bonnemain,"French botanist and physiologist, Director of Research at CNRS (*1936) ♂; member of French Academy of Sciences",botanist physiologist,Director of Research at CNRS,France,Jean-Louis,2020-05-07
,1936-05-07,Tony O'Reilly,Irish businessman and rugby union player,rugby union player association football player businessperson,,Ireland,Anthony Joseph Francis,2020-05-07
,1936-05-07,Renzo Ostino,Italian rower,rower,,Italy,Renzo,2020-05-07
,1936-05-07,Mario Gios,Italian speed skater,speed skater,,Italy,Mario,2020-05-07
,1936-05-07,Neil Macfarlane,British politician,politician,Member of the 50th Parliament of the United Kingdom Member of the 49th Parliament of the United Kingdom Member of the 48th Parliament of the United Kingdom Member of the 47th Parliament of the United Kingdom Member of the 46th Parliament of the United Kingdom,United Kingdom,Neil David,2020-05-07
,1935-05-07,Michael Hopkins,English architect,architect,,United Kingdom,Michael,2020-05-07
,1935-05-07,Fritz Kühl,German athletics competitor,athletics competitor,,Germany German Democratic Republic,Fritz,2020-05-07
,1935-05-07,H. C. Stackpole III,US Marine Corps officer,military leader,,,H.,2020-05-07
,1935-05-07,Horst Klinkmann,German internist,internist university teacher,,Germany,Horst,2020-05-07
,1935-05-07,Boncho Novakov,cyclist,sport cyclist,,Bulgaria,,2020-05-07
,1935-05-07,Max Stephenson,Australian rules footballer,Australian rules football player police officer (Beamter),,,Max,2020-05-07
,1935-05-07,Hugh Davidson,Manx businessman,businessperson,,,Hugh,2020-05-07
,1935-05-07,Gérard Lefranc,French fencer,fencer,,France,Gérard,2020-05-07
,1935-05-07,Sergio Ceccotti,Italian painter and engraver,painter engraver,,Italy,Sergio,2020-05-07
,1935-05-07,Ecaterina Orb-Lazăr,Romanian fencer,fencer,,Romania,,2020-05-07
,1935-05-07,Božidar Debenjak,Slovenian philosopher,linguist philosopher translator sociologist editor,,Slovenia Kingdom of Yugoslavia Yugoslavia,Božidar,2020-05-07
,1935-05-07,Clyde Willson,actor,actor,,,Clyde,2020-05-07
,1935-05-07,Charles C. Richardson,biochemist,biochemist,,,Charles,2020-05-07
,1935-05-07,Erich S. Gruen,American historian,historian classical scholar,President of the Society for Classical Studies,Austria,Erich,2020-05-07
,1934-05-07,Yevgeny Yasin,Russian economist,economist,,Soviet Union Russia,Yevgeni,2020-05-07
,1934-05-07,Bob Sreenan,British swimmer,swimmer,,United Kingdom,Bob,2020-05-07
,1934-05-07,Peder Mortensen,Danish archaeologist,archaeologist,,,,2020-05-07
,1934-05-07,Ágota Sebő,Olympic swimmer,swimmer,,Hungary,Ágota,2020-05-07
,1934-05-07,Ronald Harvey,cricketer,cricketer,,United Kingdom,Ronald,2020-05-07
,1934-05-07,William Stevenson,Canadian judge,lawyer judge,,,William,2020-05-07
,1933-05-07,Christopher C. Bell,"writer, author, lecturer",writer,,United States of America,Christopher,2020-05-07
,1933-05-07,John Harris,American football player (defensive back),American football player,,,John,2020-05-07
,1933-05-07,Dale W. Jorgenson,American economist,economist university teacher,president,United States of America,Dale,2020-05-07
,1933-05-07,Robert Chapuis,French politician,politician,member of the French National Assembly Mayor of Le Teil,France,Robert,2020-05-07
,1933-05-07,Arsène Pint,modern pentathlete,modern pentathlete pentathlete,,Belgium,Arsène,2020-05-07
,1933-05-07,David Lim Kim San,Singaporean musician,conductor,,Singapore,David,2020-05-07
,1932-05-07,Jean-Baptiste Beleoken,Cameroonian politician,diplomat,,,Jean-Baptiste,2020-05-07
,1932-05-07,Philippe Contamine,French historian,historian,president director,France,Philippe,2020-05-07
,1932-05-07,Tommy Adkins,Canadian football center and linebacker,Canadian football player American football player,,,Tommy,2020-05-07
,1932-05-07,Gene Fraise,American politician,politician,member of the State Senate of Iowa,United States of America,Gene,2020-05-07
,1932-05-07,Nonny Hogrogian,Armenian-American illustrator and writer,writer children's writer,,United States of America,,2020-05-07
,1932-05-07,Robert Halliday,Anglican Bishop,priest,,,Robert,2020-05-07
,1931-05-07,David Elliott,1960s British television director and film editor,television director film editor,,United Kingdom,David,2020-05-07
,1931-05-07,Herrmann Jungraithmayr,Austrian africanist and writer,africanist writer,,Austria,Herrmann,2020-05-07
,1931-05-07,Eino Oksanen,Finnish distance runner,long-distance runner police officer,,Finland,Eino,2020-05-07
,1931-05-07,José García Quesada,association football player,association football player,,,,2020-05-07
,1931-05-07,Kenneth Pestell,English banker and cricketer,banker cricketer,,United Kingdom,,2020-05-07
,1931-05-07,Lloyd Monsen,American baseball player,association football player baseball player,,United States of America,Lloyd,2020-05-07
,1930-05-07,José Romão Dimas,Portuguese footballer,association football player,,Portugal,José,2020-05-07
,1930-05-07,"John Smith, Baron Kirkhill",British politician,politician,Member of the House of Lords Substitute of the Parliamentary Assembly of the Council of Europe Representative of the Parliamentary Assembly of the Council of Europe,United Kingdom,John,2020-05-07
,1930-05-07,Jean Gandois,French businessman,business executive,president,France,Jean,2020-05-07
,1930-05-07,Charles Stephen,field hockey player,field hockey player,,India British Raj,Charles,2020-05-07
,1930-05-07,Luis López Álvarez,Spanish poet,university teacher poet,,Spain,Luis,2020-05-07
,1930-05-07,Hwang Ui-gyeong,South Korean boxer,boxer,,South Korea,,2020-05-07
,1930-05-07,Kenneth Bernard,American writer,writer,,United States of America,Kenneth,2020-05-07
,1930-05-07,Tom McVeigh,Australian politician,politician,Member of the Australian House of Representatives,Australia,Tom,2020-05-07
,1929-05-07,John Dobson,Unionist politician in Northern Ireland,politician,Member of the Parliament of Northern Ireland,United Kingdom,John,2020-05-07
,1929-05-07,Satya Narayan Gourisaria,Gandhian,politician,,,,2020-05-07
,1929-05-07,Narayana Purushothama Mallaya,Indian writer,poet,,India British Raj,,2020-05-07
,1929-05-07,Josef Hrach,Czech sports shooter,,,Czechoslovakia,Josef,2020-05-07
,1929-05-07,Ralph E. Gomory,American mathematician,mathematician university teacher computer scientist,,United States of America,Ralph,2020-05-07
,1929-05-07,Jacques Bernard,French actor,actor,,France,Jacques,2020-05-07
,1929-05-07,Basil Gunasekara,Sri Lankan admiral,,,Sri Lanka,Basil,2020-05-07
,1928-05-07,Jack Nix,Person (*1928) ♂,,,,Jack,2020-05-07
,1928-05-07,Lodovico Sommaruga,Italian rower,rower,,Italy,Lodovico,2020-05-07
,1928-05-07,Joseph Ti-kang,Roman Catholic archbishop,Catholic priest,Catholic bishop diocesan bishop Catholic archbishop,,Joseph,2020-05-07
,1928-05-07,Nash Candelaria,Mexican American novelist,novelist,,United States of America,,2020-05-07
,1928-05-07,Paul Unruh,basketball player,basketball player,,United States of America,Paul,2020-05-07
,1928-05-07,T. J. S. George,Indian writer and biographer,author journalist writer,,India British Raj,T.,2020-05-07
,1927-05-07,Joseph Agassi,academic,philosopher university teacher,,Israel,Joseph,2020-05-07
,1927-05-07,Billy Boyce,boxer,boxer,,,Billy,2020-05-07
,1927-05-07,Gianni Bisiach,"Italian journalist, writer and film director",journalist writer film director television presenter radio personality,,Italy,Gianni,2020-05-07
,1927-05-07 1927-05-27,Herbert J. Gans,American sociologist,sociologist university teacher,,Germany United States of America,Herbert,2020-05-07
,1926-05-07,Val Bisoglio,American character actor,film actor stage actor television actor actor,,United States of America,Val,2020-05-07
,1926-05-07,Calvin W. Schuneman,American politician,politician,member of the Illinois House of Representatives,United States of America,Calvin,2020-05-07
