image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1956-05-29,Hussein M'Barki,Moroccan rugby player,rugby union player,,,Hussein,2020-05-29
,1956-05-29,Jeff Jordan,bobsleigh racer,bobsledder,,United States of America,Jeff,2020-05-29
,1956-05-29,Tim Brown,Indiana politician,politician,member of the Indiana House of Representatives,United States of America,Tim,2020-05-29
,1956-05-29,La Toya Jackson,American singer,singer composer musician singer-songwriter dancer model writer philanthropist actor,,United States of America,La Toya,2020-05-29
,1956-05-29,P. N. Ravindran,"judge of Kerala High Court, India",judge,,,,2020-05-29
,1956-05-29,Bjarni Friðriksson,judoka,judoka,,Iceland,Bjarni,2020-05-29
,1956-05-29,Grisel Mendoza,Mexican swimmer,swimmer,,Mexico,,2020-05-29
,1956-05-29,Filippo Lombardi,Swiss politician,politician journalist,Member of the Swiss Council of States president of the Swiss Council of States Representative of the Parliamentary Assembly of the Council of Europe,Switzerland,Filippo,2020-05-29
,1956-05-29,Mark Lyall Grant,UK ambassador to the UN,diplomat lawyer,"Permanent Representative of the United Kingdom to the United Nations , New York High Commissioner of the United Kingdom to Pakistan",United Kingdom,Mark,2020-05-29
,1956-05-29,Albert Pobor,Croatian association football player,association football player,,Croatia,Albert,2020-05-29
,1956-05-29,Craig Heatley,New Zealand businessman,businessperson,,New Zealand,Craig,2020-05-29
,1956-05-29,Steven Beach,American psychologist,psychologist,,,,2020-05-29
,1956-05-29,Jolanta Kvašytė,Lithuanian artist,painter,,Lithuania,Jolanta,2020-05-29
,1956-05-29,Norbert Reithofer,German businessman,entrepreneur,,Germany,Norbert,2020-05-29
,1956-05-29,Miguel Frasconi,American composer,composer,,United States of America,Miguel,2020-05-29
,1956-05-29,Mitch Berman,American writer,novelist science fiction writer,,United States of America,Mitch,2020-05-29
,1956-05-29,Presentación Urán González,Spanish politician,politician,Member of the Congress of Deputies of Spain,Spain,,2020-05-29
,1956-05-29,Vicki Walker,American politician,politician,member of the Oregon House of Representatives member of the State Senate of Oregon,United States of America,Vicki,2020-05-29
,1956-05-29,Blairo Maggi,Brazilian businessman and politician,politician farmer businessperson,Brazilian senator Ministry of Agriculture of Brazil governor,Brazil,,2020-05-29
,1956-05-29,Shin Cheol-jin,actor and film actor (*1956) ♂,actor film actor,,,,2020-05-29
,1955-05-29,Ken Schrader,American racing driver,NASCAR team owner racing automobile driver,,United States of America,Ken,2020-05-29
,1955-05-29,Pandit Dinesh,composer and percussionist (*1955) ♂,composer percussionist,,,,2020-05-29
,1955-05-29,Otta Wenskus,German-born Austrian classical philologist,classical philologist university teacher classical scholar,,Germany,Otta,2020-05-29
,1955-05-29,Peter Schärli,Swiss trumpeter,trumpeter,,Switzerland,Peter,2020-05-29
,1955-05-29,Sut Jhally,American academic,pedagogue writer university teacher film producer,,United States of America,,2020-05-29
,1955-05-29,Tim Allan,Canadian football player (*1955) ♂,Canadian football player,,,Tim,2020-05-29
,1955-05-29,Wim Kortenoeven,"Dutch politician, author and journalist",journalist politician writer,member of the House of Representatives of the Netherlands,Kingdom of the Netherlands,Wim,2020-05-29
,1955-05-29,Carme Forcadell,Catalan political activist and language teacher,linguist politician high school teacher cultural activist writer advisor,President of the Parliament of Catalonia,Spain,Carme,2020-05-29
,1955-05-29,Bruno Valentini,Italian politician,politician,mayor of Siena mayor member of City Council,Italy,Bruno,2020-05-29
,1955-05-29,Andreas G Orphanides,composer (*1955) ♂,composer,,,Andreas,2020-05-29
,1955-05-29,David Kirschner,American television producer,film producer screenwriter,,United States of America,David,2020-05-29
,1955-09-29,Mark Dornford-May,South African film director,theater director film director screenwriter film producer,,South Africa,Mark,2020-05-29
,1955-05-29,Nohra Puyana Bickenbach,First Lady of Colombia,journalist politician,First Lady of Colombia,Colombia,Nohra,2020-05-29
,1955-05-29,John Hinckley,American attempted assassin of Ronald Reagan,criminal,,United States of America,John,2020-05-29
,1955-05-29,Egidijus Bičkauskas,Lithuanian politician,politician jurist diplomat,Member of the Seimas,Lithuania,Egidijus,2020-05-29
,1955-05-29,Fedor Kanareykin,Russian ice hockey player (1955-),ice hockey player coach,,Russia,Fyodor,2020-05-29
,1955-05-29,Brian Giorgis,American basketball player-coach,basketball player basketball coach,,United States of America,Brian,2020-05-29
,1955-05-29,Michael Jørn Berg,Danish handball player,handball player,,Denmark,Michael,2020-05-29
,1955-05-29,C P Rajendran,Indian geologist,geologist,,India,,2020-05-29
,1955-05-29,Pascal Dusapin,French composer,composer opera composer amateur photographer,,France,Pascal,2020-05-29
,1955-05-29,Dave Preston,American football player,American football player,,United States of America,Dave,2020-05-29
,1955-05-29,Frank Wartenberg,East German long jumper,athletics competitor,,Germany German Democratic Republic,Frank,2020-05-29
,1955-05-29,Francis George,Indian politician,politician,member of the Lok Sabha,India,Francis,2020-05-29
,1955-05-29,Gordon Rintoul,museum director,art exhibition curator museum director,,United Kingdom,Gordon,2020-05-29
,1955-05-29,Andy Kerr,American environmentalist,environmentalist,,United States of America,,2020-05-29
,1955-05-29,Tim Burke,American ice hockey player,ice hockey player,,United States of America,Tim,2020-05-29
,1955-05-29,Tom Kristensen,writer,writer,,Norway,Tom,2020-05-29
,1955-05-29,Nick Owcharuk,American soccer player,association football player,,United States of America,Nick,2020-05-29
,1955-05-29,Olha Kolkova,Soviet rower,rower,,Ukraine,Olga,2020-05-29
,1955-05-29,Stephen Whittle,British academic,writer LGBT rights activist,,United Kingdom,Stephen,2020-05-29
,1955-05-29,Gerhard Dörfler,Austrian politician,politician white-collar worker,member of the Austrian federal council governor of Carinthia,Austria,Gerhard,2020-05-29
,1955-05-29,Neil Townshend,Person (*1955) ♂,,,,,2020-05-29
,1954-05-29,Othmar Commenda,Austrian officer,military officer,,Austria,Othmar,2020-05-29
,1954-05-29,Jerry Moran,United States Senator from Kansas,politician lawyer bank officer university teacher celebrity,United States senator United States representative member of the State Senate of Kansas vice president Majority leader Kansas Attorney General lawyer president member,United States of America,Jerry,2020-05-29
,1954-05-29,Jon Øyvind Odland,Norwegian politician,politician,Vararepresentant,Norway,Jon,2020-05-29
,1954-05-29,Martin Seeley,Bishop of St Edmundsbury and Ipswich,priest,Bishop of St Edmundsbury and Ipswich,United Kingdom,Martin,2020-05-29
,1954-05-29,Elisabeth von Magnus,Austrian classical singer,singer opera singer,,Austria,Elisabeth,2020-05-29
,1954-05-29,Rita de Santis,Canadian politician,politician,Member of the National Assembly of Quebec,Canada,Rita,2020-05-29
,1954-05-29,Pankaj Kapur,Indian actor,actor television actor,,India,Pankaj,2020-05-29
,1954-05-29,Stuart Dischell,American writer,poet,,United States of America,Stuart,2020-05-29
,1954-05-29,Maurizio Calvesi,Italian cinematographer,cinematographer,,Italy,Maurizio,2020-05-29
,1954-05-29,Gary L. Francione,American legal scholar,philosopher university teacher,,United States of America,Gary,2020-05-29
,1954-05-29,Jacqueline Todten,East German javelin thrower,javelin thrower,,Germany German Democratic Republic,Jacqueline,2020-05-29
,1954-05-29,Tang King Shing,Hong Kong police commissioner,politician,Commissioner of Police (Hong Kong) member of the National Committee of the Chinese People's Political Consultative Conference,People's Republic of China,,2020-05-29
,1954-05-29,John Hencken,"American swimmer, Olympic gold medalist, world champion, former world record-holder",swimmer,,United States of America,John Frederick,2020-05-29
,1954-05-29,Andrew Poppy,British composer,composer,,United Kingdom,Andrew,2020-05-29
,1954-05-29,Chris Twomey,artist and filmmaker,film director,,United States of America,Chris,2020-05-29
,1954-05-29,Iuliana Hobincu,Romanian handball player,handball player,,Romania,Iuliana,2020-05-29
,1954-05-29,Ilques Barbosa Junior,Brazilian naval officer,soldier,,Brazil,,2020-05-29
,1954-05-29,John Hudson,Basketball player (*1954) ♂,basketball player,,,John,2020-05-29
,1954-05-29,Rik Evans,Sport cyclist (*1954) ♂,sport cyclist,,,,2020-05-29
,1954-05-29,Nick Aliotti,"American football player and coach, defensive coordinator of Arizona Hotshots",American football player defensive coordinator,,United States of America,Nick,2020-05-29
,1954-05-29,Ong Ka Chuan,Malaysian politician,politician,Member of the Dewan Rakyat,Malaysia,,2020-05-29
,1954-05-29,Serhij Hołowaty,politician,politician,Ministry of Justice of Ukraine People's Deputy of Ukraine,Soviet Union Ukraine,Sergey,2020-05-29
,1954-05-29,Robert Beaser,American musician,composer music pedagogue,,United States of America,Robert,2020-05-29
,1953-05-29,Olisa Agbakoba,Nigerian lawyer and activist,jurist lawyer,,Nigeria,,2020-05-29
,1953-05-29,Erik Blücher,Norwegian former neo-nazi activist,politician,,Norway,Erik,2020-05-29
,1953-05-29,Lucien Sainte-Rose,French sprinter,athletics competitor,,France,Lucien,2020-05-29
,1953-05-29,Danny Elfman,"American composer, record producer, and actor",singer composer actor musician record producer film score composer singer-songwriter recording artist,,United States of America,Daniel Robert,2020-05-29
,1953-05-29,Susan Rojcewicz,Olympic medalist in basketball,basketball player basketball coach,,United States of America,Susan Marie,2020-05-29
,1953-05-29,Joyce Yakubowich,Canadian sprinter,sprinter,,Canada,Joyce,2020-05-29
,1953-05-29,Bretislav Friedrich,American physicist,physicist,,United States of America,Bretislav,2020-05-29
,1953-05-29,Big Daddy Graham,comedian and radio personality (*1953) ♂,comedian radio personality,,,,2020-05-29
,1953-05-29,Carol Kent,American politician,politician,member of the Texas House of Representatives,United States of America,Carol,2020-05-29
,1953-05-29,Dennis Franks,American football player,American football player,,United States of America,Dennis,2020-05-29
,1953-05-29,Mor Barnabas Geevarghese,Indian person (*1953) ♂,,,India,,2020-05-29
,1953-05-29,Giles Clarke,English businessman and cricket administrator,businessperson,,United Kingdom,Giles,2020-05-29
,1953-05-29,Jim McCrimmon,Canadian ice hockey defenceman,ice hockey player,,Canada,Jim,2020-05-29
,1953-05-29,Joseph Halpern,American computer scientist,computer scientist engineer university teacher artificial intelligence researcher,,Canada,Joseph,2020-05-29
,1953-05-29,Karla DeVito,American actress and singer,actor voice actor singer film actor,,United States of America,Karla,2020-05-29
,1953-05-29,Camilo de Sousa,Mozambican film director,film director,,,Camilo,2020-05-29
,1953-05-29,Marianne Hefti,Olympic alpine skier,alpine skier,,Switzerland,Marianne,2020-05-29
,1953-05-29,Mike Dupree,former American baseball player,baseball player,,United States of America,Mike,2020-05-29
,1953-05-29,Hans Wallner,ski jumper,ski jumper,,Austria,Hans,2020-05-29
,1953-05-29,Paul Keddy,Canadian ecologist,ecologist botanist,,Canada,Paul,2020-05-29
,1953-05-29,"Philip E. Sakowitz, Jr.",American government official,basketball player,,United States of America,Philip,2020-05-29
,1953-05-29,Zakariah Barie,Tanzanian distance runner,athletics competitor,,Tanzania,,2020-05-29
,1953-05-29,Hiroshi Iwasaki,Japanese voice actor,actor seiyū television actor,,Japan,Hiroshi,2020-05-29
,1953-05-29,Agnieszka Mandat,Polish actress,actor film actor,,Poland,Agnieszka Maria,2020-05-29
,1953-05-29,Roberto Antonelli,Italian footballer,association football player,,Italy,Roberto,2020-05-29
,1952-05-29,Nicolas Gisin,Swiss physicist,quantum physicist,,Switzerland,Nicolas,2020-05-29
,1952-05-29,Alan Langlands,University Principal,,vice chancellor,,Alan,2020-05-29
,1952-05-29,Von Franco,self-taught American artist in lowbrow movement,artist,,United States of America,Von,2020-05-29
,1952-05-29,Terri Thompson,American journalist,journalist,,United States of America,Terri,2020-05-29
,1952-05-29,Pia Tafdrup,Danish writer and poet,poet writer,,Denmark,Pia,2020-05-29
,1952-05-29,Almamy Kabele Camara,association football player,association football player,,,,2020-05-29
,1952-05-29,Bill Ligon,Professional basketball player,basketball player lawyer basketball coach,,United States of America,William,2020-05-29
,1952-05-29,Igor Vereshchagin,Soviet Union - russian photographer (*1952) ♂,photographer,,Soviet Union Russia,Igor,2020-05-29
,1952-05-29,Norbert Dürpisch,German bicycle racer,sport cyclist,,Germany German Democratic Republic,Norbert,2020-05-29
,1952-05-29,Fred Holdsworth,American baseball player,baseball player,,United States of America,Fred,2020-05-29
,1952-05-29,George Karra,Israeli judge,judge,Justice of the Supreme Court of Israel,Israel,George,2020-05-29
,1952-05-29,John Jenkins,American politician (21st century),politician,member of the State Senate of Maine,United States of America,John,2020-05-29
,1952-05-29,Johnny Örbäck,Swedish businessman,politician businessperson,,Sweden,Johnny,2020-05-29
,1952-05-29,Jonathan Lean,Dean of St David's,vicar curate,,,Jonathan,2020-05-29
,1952-05-29,Oliver Smith,actor,actor television actor,,United Kingdom,Oliver,2020-05-29
,1952-05-29,Víctor Emeric,Puerto Rican politician,politician,,United States of America,Víctor,2020-05-29
,1952-05-29,Wei Hsueh-kang,Thai drug trafficker,drug trafficker,,,,2020-05-29
,1952-05-29,Vladimír Hyka,Person (*1952) ♂,,,,,2020-05-29
,1952-05-29,Carl-Henric Svanberg,Swedish businessman,entrepreneur engineer economist,,Sweden,Carl,2020-05-29
,1951-05-29,Asef Hadjiyev,"mathematician and politician , Member of the National Assembly of Azerbaijan (*1951) ♂; member of Azerbaijan National Academy of Sciences",mathematician politician,Member of the National Assembly of Azerbaijan,,,2020-05-29
,1951-05-29,Peter Chernin,American businessman,financier film producer,chief executive officer,United States of America,Peter,2020-05-29
,1951-05-29,Ulla Löfvén,Swedish politician,politician trade unionist,Spouse of the Prime Minister of Sweden,Sweden,Ulla,2020-05-29
,1951-05-29,Michael McDowell,Irish politician and lawyer,politician senior counsel,Tánaiste Minister for Justice and Equality Progressive Democrats senator of Ireland Attorney General of Ireland Teachta Dála,Ireland,Michael,2020-05-29
,1951-05-29,Julia Preston,"American journalist, writer",writer journalist,,United States of America,Julia,2020-05-29
,1951-05-29,Dean Hamer,director,geneticist film director,,United States of America,Dean,2020-05-29
,1951-05-29,Cephas Yao Agbemenu,artist,artist sculptor,,Ghana,Cephas,2020-05-29
,1951-05-29,David Rathie,Australian rugby union player,cricketer rugby union player,,New Zealand Australia,David,2020-05-29
,1951-05-29,Don Baird,Australian pole vaulter,athletics competitor,,Australia,Don,2020-05-29
,1951-05-29,Frank Dermody,American politician,politician,member of the Pennsylvania House of Representatives,United States of America,Frank,2020-05-29
,1951-05-29,Hossein Niknam,Iranian fencer,fencer,,Iran,Hossein,2020-05-29
,1951-05-29,Jackie Craven,American architecture writer,poet writer,,,Jackie,2020-05-29
,1951-05-29,Larry Marder,cartoonist,cartoonist publisher comics artist,,,Larry,2020-05-29
,1951-05-29,Manuel Gomes,Portuguese association football manager,association football player association football manager,,Portugal,Manuel,2020-05-29
,1951-05-29 1951-05-25,Robert Earl,British businessman,judge television presenter film producer,,United Kingdom,Robert,2020-05-29
,1951-05-29,"Robert Mosbacher, Jr.",American businessman,lawyer,,United States of America,Robert,2020-05-29
,1951-05-29,Ron Levy,American musician,jazz musician pianist,,United States of America,Ron,2020-05-29
,1951-05-29,Stafford Carson,British minister,,,United Kingdom,Stafford,2020-05-29
,1950-05-29,Marguerite Hardiman,British actress,actor,,United Kingdom,Marguerite,2020-05-29
,1950-05-29,Sally Mason,American academic administrator,academic,,United States of America,Sally,2020-05-29
,1950-05-29,Jimmy Means,American race car driver and racing team owner,NASCAR team owner,,United States of America,Jimmy,2020-05-29
,1950-05-29,Rebbie Jackson,singer from the United States,singer musician actor songwriter,,United States of America,Rebbie,2020-05-29
,1950-05-29,Frederick Sumaye,former Prime Minister of Tanzania,politician,Member of the National Assembly of Tanzania Prime Minister of Tanzania,Tanzania,Frederick,2020-05-29
,1950-05-29,Tin Aung Myint Oo,General and Vice President of Burma,politician,,Myanmar,Tin,2020-05-29
,1950-05-29,Isabel Alçada,children's writer,writer screenwriter politician,Minister of Education,Portugal,Isabel,2020-05-29
,1950-05-29,Göran Carmback,film director and screenwriter,film director screenwriter,,Sweden,Göran,2020-05-29
,1950-05-29,Michael R. Reich,political scientist,political scientist,,,Michael,2020-05-29
,1950-05-29,Lesley Hunt,Australian female tennis player,tennis player,,Australia,Lesley,2020-05-29
,1950-05-29,Ann S. Moore,American businesswoman,financial analyst,chief executive officer,United States of America,Ann,2020-05-29
,1950-05-29,Clayton Brough,American climatologist,climatologist weather presenter,,United States of America,Clayton,2020-05-29
,1950-05-29,David Murray,former West Indian cricketer,cricketer,,Barbados,David,2020-05-29
,1950-05-29,Gary Cheng,Hong Kong politician,politician,member of the Provisional Legislative Council member of the Legislative Council of Hong Kong,,Gary,2020-05-29
,1950-05-29,Joe Carroll,American football player,American football player,,,Joe,2020-05-29
,1950-05-29,Benigno Chirinos,Peruvian person (*1950) ♂,,,Peru,,2020-05-29
,1950-05-29,Lynn Howells,Welsh rugby union footballer and coach,rugby union player,,Wales,Lynn,2020-05-29
,1950-05-29,Rajitha Senaratne,"Sri lanka Great Politician,",politician trade unionist,Member of the Parliament of Sri Lanka,Sri Lanka,,2020-05-29
,1950-05-29,Talat Ali,Pakistani cricketer,cricketer,,Pakistan,,2020-05-29
,1950-05-29,Christodoulos Neophytou,Professional Strategic Management Consultant;,economist politician,,,,2020-05-29
,1949-05-29,Franco Ongarato,cyclist,sport cyclist,,Italy,Franco,2020-05-29
,1949-05-29,Robert K. Sweeney,American politician,politician,member of the New York State Assembly,United States of America,Robert,2020-05-29
,1949-05-29,K. L. Dhammajoti,Sri Lankan writer,writer,,Malaysia,K.,2020-05-29
,1949-05-29,Ary L. Goldberger,American scientist,cardiologist,,United States of America,,2020-05-29
,1949-05-29,Chris Voelz,American sports coach,coach,,United States of America,Chris,2020-05-29
,1949-05-29,Eli Cohen,Knesset member,diplomat politician military personnel karateka,Knesset member ambassador,Israel,Eli,2020-05-29
,1949-05-29,Claudia Stevens,Visual artist (*1949) ♀,visual artist,,,Claudia,2020-05-29
,1949-05-29,Jos Verhulst,chemist,chemist philosopher,,Belgium,Jos,2020-05-29
,1949-05-29,Jaime Rivera,Mexican swimmer,swimmer,,Mexico,Jaime,2020-05-29
,1949-05-29,Willie Brossart,Canadian ice hockey defenceman,ice hockey player,,Canada,Willie,2020-05-29
,1949-05-29,Loyd King,American basketball player,basketball coach basketball player,,United States of America,,2020-05-29
,1949-05-29,A. Thomas McLellan,American government official,,,,A.,2020-05-29
,1949-05-29,Frederique Darragon,French explorer,explorer photographer painter,,France,Frederique,2020-05-29
,1949-05-29,Bill Bradbury,American politician,politician,Oregon Secretary of State,United States of America,Bill,2020-05-29
,1949-05-29,Ann-Marie Nenzell,Swedish athletics competitor,athletics competitor,,Sweden,Ann Marie,2020-05-29
,1949-05-29,Francis Rossi,British musician,singer musician guitarist songwriter singer-songwriter,,England,Francis,2020-05-29
,1949-05-29 1949-08-16,Brian Kidd,footballer and manager,association football player association football manager,,United Kingdom,Brian,2020-05-29
,1949-05-29,Jim Krieg,American football player,American football player,,United States of America,Jim,2020-05-29
,1949-05-29,Johny Joseph,Indian civil servant,civil servant,,,Johny,2020-05-29
,1949-05-29,Kollam Thulasi,Indian actor,actor film actor television actor,,India,,2020-05-29
,1949-05-29,Leonid Pavlovski,field hockey player,field hockey player,,Soviet Union,Leonid,2020-05-29
,1949-05-29,Lloyd Graham,Australian rugby union player,rugby union player,,Australia,Lloyd,2020-05-29
,1949-05-29,Wilhelm Kreuz,Austrian association football player,association football player association football manager,,Austria,Wilhelm,2020-05-29
,1949-05-29,Manuel Castellanos López,Cuban artist,painter,,Cuba,Manuel,2020-05-29
,1949-05-29,Cotter Smith,"American stage, film and television actor",actor stage actor television actor film actor,,United States of America,,2020-05-29
,1948-05-29,Christine Egerszegi,Swiss politician,politician,Member of the Swiss Council of States Member of the Swiss National Council President of the Swiss National Council,Switzerland,Christine,2020-05-29
,1948-05-29,Nick Mancuso,Canadian actor,actor stage actor film actor screenwriter television actor,,Canada,Nick,2020-05-29
,1948-05-29,Marianne Pitzen,artist,artist museum director,museum director,Germany,Marianne,2020-05-29
,1948-05-29,John Raimondi,American artist,sculptor,,United States of America,John,2020-05-29
,1948-05-29,Günter Sebert,German football player and manager,association football player association football manager,,Germany,Günter,2020-05-29
,1948-05-29,Edward Bernard Scharfenberger,bishop of Albany,Catholic priest,Catholic bishop diocesan bishop apostolic administrator,United States of America,Edward Bernard,2020-05-29
,1948-05-29,Jean Legrez,French priest,Catholic priest,Catholic archbishop Catholic bishop diocesan bishop,France,Jean,2020-05-29
,1948-05-29,John Wesson Ashford,American psychiatrist and neuroscientist,psychiatrist neuroscientist,,United States of America,John,2020-05-29
,1948-05-29,Robert Joseph Young,British materials scientist,researcher,,,Robert,2020-05-29
,1948-05-29,Russ Hellickson,Olympic wrestler,amateur wrestler,,United States of America,Russell,2020-05-29
,1948-05-29,Michael Fitzhardinge Berkeley,British composer and broadcaster on music,composer film score composer,Member of the House of Lords,United Kingdom,Michael,2020-05-29
,1948-05-29,Gulab Singh Thakur,Indian politician,politician,Member of the Himachal Pradesh Legislative Assembly,India,,2020-05-29
,1948-05-29,Olga Podrazhanskaya,Israeli chess player,chess player,,Soviet Union Israel,Olga,2020-05-29
,1948-05-29,Diamantino Costa,Portuguese association football player,association football player,,Portugal,Diamantino,2020-05-29
,1948-05-29,François de Singly,French sociologist,sociologist university teacher,,France,François,2020-05-29
,1948-05-29,Don Shelley,English cricket scorer,,,,Don,2020-05-29
,1948-05-29,Ed Baker,American football player,American football player,,United States of America,Ed,2020-05-29
,1948-05-29,Luis Coppola Joffroy,Mexican politician and businessman,politician businessperson,member of the Senate of Mexico,Mexico,Luis,2020-05-29
,1948-05-29,Hwang Gyu-ok,South Korean volleyball player,volleyball player,,,,2020-05-29
,1948-05-29,Jeremy Gane,British mountain climber,mountaineer,,United Kingdom,Jeremy,2020-05-29
,1948-05-29,Keith Gull,British microbiologist,biologist microbiologist,,United Kingdom,Keith,2020-05-29
,1948-05-29,Linda Esther Gray,British opera singer,opera singer,,United Kingdom,Linda,2020-05-29
,1948-05-29,Rab Smith,British darts player,darts player,,Scotland,,2020-05-29
,1948-05-29,Terrence E. McNally,actor and radio host,actor radio personality screenwriter,,United States of America,Terrence,2020-05-29
,1948-05-29,Vidmantas Povilionis,Lithuanian politician,politician,Member of the Seimas,Lithuania,Vidmantas,2020-05-29
,1947-05-29,Gene Robinson,Bishop of the Episcopal Diocese of New Hampshire,priest Anglican priest,bishop,United States of America,Gene,2020-05-29
,1947-05-29,Choy Mow Thim,cyclist,sport cyclist,,Malaysia,,2020-05-29
,1947-05-29,Mark Nelson,ecologist and one of the eight original crew members of Biosphere 2,ecologist,,United States of America,Mark,2020-05-29
,1947-05-29 1947,Marc Laurent,French yacht racer,sailor,,France,Marc,2020-05-29
,1947-05-29,Kenneth T. Walsh,American journalist,journalist,,,Kenneth,2020-05-29
,1947-05-29,Aladdin Allahverdiyev,"Azerbaijan - russian - soviet union scientist and engineer (*1947) ♂; Medal ""In Commemoration of the 850th Anniversary of Moscow""",scientist engineer,,Azerbaijan Russia Soviet Union,Aladdin,2020-05-29
,1947-05-29,Garry Adam,Canadian football defensive tackle,Canadian football player,,,,2020-05-29
,1947-05-29,Noritaka Hidaka,Japanese association football player,association football player,,Japan,,2020-05-29
,1947-05-29,Anatoli Polivoda,basketball player,basketball player,,Soviet Union,Anatoliy,2020-05-29
,1947-05-29,Anthony Geary,American actor,actor television actor film actor,,United States of America,Anthony,2020-05-29
,1947-05-29,Beverly Sherwood,Virginia politician,politician,member of the Virginia House of Delegates,United States of America,Beverly,2020-05-29
,1947-05-29,Bob Evens,British bishop,priest,Bishop of Crediton,United Kingdom,Bob,2020-05-29
,1947-05-29,Fali Homi Major,Recipient of Shaurya Chakra,military personnel,Chief of Air Staff,India British Raj,,2020-05-29
,1947-05-29,José Luis Borja Alarcón,Spanish association football player,association football player,,Spain,José Luis,2020-05-29
,1947-05-29,Joey Levine,"American singer, songwriter and record producer",record producer musician composer songwriter lyricist,,United States of America,Joey,2020-05-29
,1947-05-29,Julie Cobb,actress,actor stage actor television actor film actor,,United States of America,Julie,2020-05-29
,1947-05-29,Malcolm Brown,Australian journalist,journalist,,Australia,Malcolm,2020-05-29
,1947-05-29,Astrid Proll,early member of the Baader-Meinhof Gang,journalist photographer,,Germany,Astrid,2020-05-29
,1947-05-29,Peter Lown,Canadian field hockey player,field hockey player,,Canada,Peter,2020-05-29
,1947-05-29,Stephen R Lankton,American psychotherapist,psychotherapist,,United States of America,Stephen,2020-05-29
,1946-05-29,Aulis Ranta-Muotio,Finnsih politician,politician,member of the Parliament of Finland,Finland,Aulis Venneri,2020-05-29
,1946-05-29,Laurie Brereton,Australian politician,politician electrician,Member of the Australian House of Representatives Member of the New South Wales Legislative Assembly,Australia,Laurie,2020-05-29
,1946-05-29,Haroldo Rodas,Guatemalan politician,economist politician,,Guatemala,Haroldo,2020-05-29
,1946-05-29,Jair Pereira da Silva,Brazilian association football player,association football player association football manager,,Brazil,Jair,2020-05-29
,1946-05-29,Noureddine Ghazouani,Tunisian lawyer,lawyer,,Tunisia,Noureddine,2020-05-29
,1946-05-29,Cees Renckens,Dutch physician,physician gynaecologist,,Kingdom of the Netherlands,Cees,2020-05-29
,1946-05-29,Héctor Veira,Argentine footballer and manager,association football player association football manager,,Argentina,Héctor,2020-05-29
,1946-05-29,Renny Ramakers,Kingdom of the Netherlands art critic (*1946) ♀; Benno Premsela Award,art critic,,Kingdom of the Netherlands,Renny,2020-05-29
,1946-05-29,Dyar Miller,American baseball player,baseball player,,United States of America,,2020-05-29
,1946-05-29,Peter Salzbacher,Austrian rower,rower,,Austria,Peter,2020-05-29
,1946-05-29,Henry Kramczyk,American canoeist,canoeist,,United States of America,Henry,2020-05-29
,1946-05-29,Mike McBath,Player of American football,American football player investment banker,,United States of America,Mike,2020-05-29
,1946-05-29,Robert S. Galen,American medical researcher,physician,,,Robert,2020-05-29
,1945-05-29,Martin Pipe,British horse trainer,horse trainer,,United Kingdom,Martin,2020-05-29
,1945-05-29,Manuel Duarte,Portuguese footballer,association football player,,Portugal,Manuel,2020-05-29
,1945-05-29,Fray Tormenta,Mexican professional wrestler and Roman Catholic priest,professional wrestler priest,,Mexico,,2020-05-29
,1945-05-29,Bruno Troublé,Olympic sailor,skipper,,France,Bruno,2020-05-29
,1945-05-29,Catherine Lara,French musician,singer,,France,Catherine,2020-05-29
,1945-05-29,Julian Le Grand,British academic,intellectual,,United Kingdom,Julian,2020-05-29
,1945-05-29,Giorgio Giudici,Swiss politician,architect politician,,Switzerland,Giorgio,2020-05-29
,1945-05-29,Buddy Hall,American pool player,pool player,,United States of America,Buddy,2020-05-29
,1945-05-29,Bevan Spencer von Einem,Australian murderer,criminal accountant,,Australia,Bevan,2020-05-29
,1945-05-29,Blue Moon Odom,American baseball player,baseball player,,United States of America,Johnny Lee,2020-05-29
,1945-05-29,Chris Barrie,"Australian naval officer, Chief of the Defence Force",military personnel,Chief of the Defence Force,Australia,Chris,2020-05-29
,1945-05-29,David Lance Goines,American artist,artist designer,,United States of America,David,2020-05-29
,1945-05-29,Gary Brooker,English musician,composer pianist singer-songwriter singer film actor,,United Kingdom,Gary,2020-05-29
,1945-05-29,Leroy Sherrier Lewis,Costa Rican association football player,association football player association football manager,,Costa Rica,Leroy,2020-05-29
,1945-05-29,Patricia Conde,Mexican actress,actor television actor film actor,,Mexico,Patricia,2020-05-29
,1945-05-29,Jim Detwiler,Player of American football,American football player,,United States of America,Jim,2020-05-29
,1945-05-29,Joyce Tenneson,American photographer,photographer,,United States of America,Joyce,2020-05-29
,1945-05-29,Shay Knuth,American model,Playboy Playmate,,,,2020-05-29
,1944-05-29,Avraham Melamed,Israeli swimmer,swimmer,,Israel,,2020-05-29
,1944-05-29,Ryoichi Ikegami,Japanese manga artist,mangaka university teacher,,Japan,Ryōichi,2020-05-29
,1944-05-29,Bill Armistead,American politician,politician,member of the State Senate of Alabama,United States of America,Bill,2020-05-29
,1944-05-29,"Paul Capell, 11th Earl of Essex",English noble,,,,Paul Frederick,2020-05-29
,1944-05-29,Bobby Wilson,English footballer,association football player,,United Kingdom,Bobby,2020-05-29
